"currentDate","currentTime","point0","point1","currentSpeed","freeFlowSpeed","currentTravelTime","freeFlowTravelTime","id"
"2022-10-09","04:30:17",18.9607,73.1655,47,47,169,169,1485
"2022-10-09","04:30:17",18.9681,73.1316,71,71,136,136,1486
"2022-10-09","04:30:17",18.9832,73.1008,26,30,435,377,1487
"2022-10-09","04:30:17",19.0007,73.1299,78,78,455,455,1488
"2022-10-09","04:30:17",18.9748,73.1242,40,44,630,573,1489
"2022-10-09","04:30:17",18.9926,73.0957,57,57,295,295,1490
"2022-10-09","04:30:17",18.9561,73.1617,53,53,903,903,1491
"2022-10-09","04:30:17",18.9941,73.1148,40,44,630,573,1492
"2022-10-09","04:30:17",18.9662,73.126,61,61,1722,1722,1493
"2022-10-09","04:30:17",19.0316,73.1053,41,41,327,327,1494
"2022-10-09","04:30:17",19.0438,73.0273,53,53,1107,1107,1495
"2022-10-09","04:30:17",18.9645,73.131,55,55,1835,1835,1496
"2022-10-09","04:30:17",18.9859,73.1198,23,23,214,214,1497
"2022-10-09","04:30:17",19.0269,73.0939,53,53,1107,1107,1498
"2022-10-09","04:30:17",19.0005,73.0337,48,48,648,648,1499
"2022-10-09","04:30:17",18.9831,73.0809,28,28,1313,1313,1500
"2022-10-09","04:30:17",19.0186,73.0283,48,48,648,648,1501
"2022-10-09","04:30:17",19.0237,73.1059,41,41,327,327,1502
"2022-10-09","04:45:17",18.9588,73.1594,49,49,50,50,1503
"2022-10-09","04:45:17",18.9632,73.1425,35,35,240,240,1504
"2022-10-09","04:45:17",18.9748,73.1242,40,43,630,586,1505
"2022-10-09","04:45:17",18.9561,73.1617,53,53,903,903,1506
"2022-10-09","04:45:17",18.9607,73.1655,47,47,169,169,1507
"2022-10-09","04:45:17",19.0269,73.0939,53,53,1107,1107,1508
"2022-10-09","04:45:17",18.9681,73.1316,71,71,136,136,1509
"2022-10-09","04:45:17",19.0316,73.1053,41,41,327,327,1510
"2022-10-09","04:45:17",19.0186,73.0283,48,48,648,648,1511
"2022-10-09","04:45:17",18.9831,73.0809,26,28,1414,1313,1512
"2022-10-09","04:45:17",19.0007,73.1299,78,78,455,455,1513
"2022-10-09","04:45:17",18.9832,73.1008,25,30,452,377,1514
"2022-10-09","04:45:17",18.9662,73.126,61,61,1722,1722,1515
"2022-10-09","04:45:17",18.9926,73.0957,57,57,295,295,1516
"2022-10-09","04:45:17",18.9941,73.1148,40,43,630,586,1517
"2022-10-09","04:45:17",18.9859,73.1198,23,23,214,214,1518
"2022-10-09","04:45:17",19.0237,73.1059,41,41,327,327,1519
"2022-10-09","04:45:17",19.0005,73.0337,48,48,648,648,1520
"2022-10-09","04:45:17",18.9645,73.131,55,55,1835,1835,1521
"2022-10-09","04:45:17",19.0438,73.0273,53,53,1107,1107,1522
"2022-10-09","05:00:17",19.0237,73.1059,41,41,327,327,1523
"2022-10-09","05:00:17",18.9632,73.1425,35,35,240,240,1524
"2022-10-09","05:00:17",19.0316,73.1053,41,41,327,327,1525
"2022-10-09","05:00:17",18.9831,73.0809,28,28,1313,1313,1526
"2022-10-09","05:00:17",18.9941,73.1148,36,44,700,573,1527
"2022-10-09","05:00:17",19.0007,73.1299,78,78,455,455,1528
"2022-10-09","05:00:17",19.0186,73.0283,48,48,648,648,1529
"2022-10-09","05:00:17",19.0438,73.0273,53,53,1107,1107,1530
"2022-10-09","05:00:17",18.9681,73.1316,71,71,136,136,1531
"2022-10-09","05:00:17",18.9588,73.1594,49,49,50,50,1532
"2022-10-09","05:00:17",18.9561,73.1617,53,53,903,903,1533
"2022-10-09","05:00:17",18.9859,73.1198,23,23,214,214,1534
"2022-10-09","05:00:17",18.9926,73.0957,57,57,295,295,1535
"2022-10-09","05:00:17",18.9662,73.126,61,61,1722,1722,1536
"2022-10-09","05:00:17",18.9645,73.131,55,55,1835,1835,1537
"2022-10-09","05:00:17",19.0005,73.0337,48,48,648,648,1538
"2022-10-09","05:00:17",19.0269,73.0939,53,53,1107,1107,1539
"2022-10-09","05:00:17",18.9832,73.1008,25,30,452,377,1540
"2022-10-09","05:00:17",18.9748,73.1242,36,44,700,573,1541
"2022-10-09","05:00:17",18.9607,73.1655,47,47,169,169,1542
"2022-10-09","05:15:17",18.9941,73.1148,38,44,663,573,1543
"2022-10-09","05:15:17",18.9831,73.0809,28,28,1313,1313,1544
"2022-10-09","05:15:17",19.0007,73.1299,78,78,455,455,1545
"2022-10-09","05:15:17",18.9859,73.1198,23,23,214,214,1546
"2022-10-09","05:15:17",18.9561,73.1617,53,53,903,903,1547
"2022-10-09","05:15:17",18.9926,73.0957,57,57,295,295,1548
"2022-10-09","05:15:17",18.9588,73.1594,49,49,50,50,1549
"2022-10-09","05:15:17",19.0316,73.1053,31,41,432,327,1550
"2022-10-09","05:15:17",19.0438,73.0273,53,53,1107,1107,1551
"2022-10-09","05:15:17",18.9832,73.1008,24,30,471,377,1552
"2022-10-09","05:15:17",19.0005,73.0337,48,48,648,648,1553
"2022-10-09","05:15:17",18.9662,73.126,61,61,1722,1722,1554
"2022-10-09","05:15:17",18.9607,73.1655,47,47,169,169,1555
"2022-10-09","05:15:17",18.9645,73.131,55,55,1835,1835,1556
"2022-10-09","05:15:17",18.9632,73.1425,35,35,240,240,1557
"2022-10-09","05:15:17",19.0237,73.1059,31,41,432,327,1558
"2022-10-09","05:15:17",18.9748,73.1242,38,44,663,573,1559
"2022-10-09","05:15:17",18.9681,73.1316,71,71,136,136,1560
"2022-10-09","05:15:17",19.0186,73.0283,48,48,648,648,1561
"2022-10-09","05:15:17",19.0269,73.0939,53,53,1107,1107,1562
"2022-10-09","05:30:17",18.9748,73.1242,36,44,700,573,1563
"2022-10-09","05:30:17",19.0007,73.1299,78,78,455,455,1564
"2022-10-09","05:30:17",18.9941,73.1148,36,44,700,573,1565
"2022-10-09","05:30:17",19.0237,73.1059,31,41,432,327,1566
"2022-10-09","05:30:17",18.9561,73.1617,53,53,903,903,1567
"2022-10-09","05:30:17",18.9588,73.1594,49,49,50,50,1568
"2022-10-09","05:30:17",18.9859,73.1198,23,23,214,214,1569
"2022-10-09","05:30:17",18.9681,73.1316,71,71,136,136,1570
"2022-10-09","05:30:17",18.9926,73.0957,57,57,295,295,1571
"2022-10-09","05:30:17",18.9607,73.1655,47,47,169,169,1572
"2022-10-09","05:30:17",18.9832,73.1008,25,30,452,377,1573
"2022-10-09","05:30:17",18.9632,73.1425,35,35,240,240,1574
"2022-10-09","05:30:17",19.0186,73.0283,48,48,648,648,1575
"2022-10-09","05:30:17",19.0005,73.0337,48,48,648,648,1576
"2022-10-09","05:30:17",18.9645,73.131,55,55,1835,1835,1577
"2022-10-09","05:30:17",19.0269,73.0939,53,53,1107,1107,1578
"2022-10-09","05:30:17",18.9662,73.126,61,61,1722,1722,1579
"2022-10-09","05:30:17",18.9831,73.0809,28,28,1313,1313,1580
"2022-10-09","05:30:17",19.0316,73.1053,31,41,432,327,1581
"2022-10-09","05:30:17",19.0438,73.0273,53,53,1107,1107,1582
"2022-10-09","05:45:17",18.9748,73.1242,38,44,663,573,1583
"2022-10-09","05:45:17",18.9632,73.1425,35,35,240,240,1584
"2022-10-09","05:45:17",18.9926,73.0957,57,57,295,295,1585
"2022-10-09","05:45:17",18.9941,73.1148,38,44,663,573,1586
"2022-10-09","05:45:17",19.0007,73.1299,78,78,455,455,1587
"2022-10-09","05:45:17",18.9662,73.126,61,61,1722,1722,1588
"2022-10-09","05:45:17",18.9859,73.1198,23,23,214,214,1589
"2022-10-09","05:45:17",18.9645,73.131,55,55,1835,1835,1590
"2022-10-09","05:45:17",18.9681,73.1316,71,71,136,136,1591
"2022-10-09","05:45:17",18.9607,73.1655,47,47,169,169,1592
"2022-10-09","05:45:17",18.9832,73.1008,23,30,491,377,1593
"2022-10-09","05:45:17",19.0438,73.0273,53,53,1107,1107,1594
"2022-10-09","05:45:17",19.0186,73.0283,48,48,648,648,1595
"2022-10-09","05:45:17",18.9588,73.1594,49,49,50,50,1596
"2022-10-09","05:45:17",18.9561,73.1617,53,53,903,903,1597
"2022-10-09","05:45:17",19.0237,73.1059,33,41,406,327,1598
"2022-10-09","05:45:17",19.0269,73.0939,53,53,1107,1107,1599
"2022-10-09","05:45:17",19.0316,73.1053,33,41,406,327,1600
"2022-10-09","05:45:17",18.9831,73.0809,28,28,1313,1313,1601
"2022-10-09","05:45:17",19.0005,73.0337,48,48,648,648,1602
"2022-10-09","06:00:17",18.9926,73.0957,57,57,295,295,1603
"2022-10-09","06:00:17",18.9832,73.1008,23,30,491,377,1604
"2022-10-09","06:00:17",18.9632,73.1425,35,35,240,240,1605
"2022-10-09","06:00:17",18.9941,73.1148,38,44,663,573,1606
"2022-10-09","06:00:17",18.9859,73.1198,23,23,214,214,1607
"2022-10-09","06:00:17",18.9681,73.1316,71,71,136,136,1608
"2022-10-09","06:00:17",18.9607,73.1655,47,47,169,169,1609
"2022-10-09","06:00:17",19.0007,73.1299,78,78,455,455,1610
"2022-10-09","06:00:17",18.9662,73.126,61,61,1722,1722,1611
"2022-10-09","06:00:17",19.0005,73.0337,48,48,648,648,1612
"2022-10-09","06:00:17",18.9588,73.1594,49,49,50,50,1613
"2022-10-09","06:00:17",19.0186,73.0283,48,48,648,648,1614
"2022-10-09","06:00:17",18.9748,73.1242,38,44,663,573,1615
"2022-10-09","06:00:17",19.0316,73.1053,29,41,462,327,1616
"2022-10-09","06:00:17",19.0438,73.0273,53,53,1107,1107,1617
"2022-10-09","06:00:17",19.0237,73.1059,29,41,462,327,1618
"2022-10-09","06:00:17",19.0269,73.0939,53,53,1107,1107,1619
"2022-10-09","06:00:17",18.9561,73.1617,53,53,903,903,1620
"2022-10-09","06:00:17",18.9831,73.0809,28,28,1313,1313,1621
"2022-10-09","06:00:17",18.9645,73.131,55,55,1835,1835,1622
"2022-10-09","06:15:17",18.9926,73.0957,57,57,295,295,1623
"2022-10-09","06:15:17",18.9941,73.1148,39,44,646,573,1624
"2022-10-09","06:15:17",18.9588,73.1594,49,49,50,50,1625
"2022-10-09","06:15:17",18.9681,73.1316,71,71,136,136,1626
"2022-10-09","06:15:17",19.0007,73.1299,78,78,455,455,1627
"2022-10-09","06:15:17",18.9832,73.1008,25,30,452,377,1628
"2022-10-09","06:15:17",18.9632,73.1425,35,35,240,240,1629
"2022-10-09","06:15:17",19.0438,73.0273,53,53,1107,1107,1630
"2022-10-09","06:15:17",18.9607,73.1655,47,47,169,169,1631
"2022-10-09","06:15:17",18.9831,73.0809,28,28,1313,1313,1632
"2022-10-09","06:15:17",18.9859,73.1198,23,23,214,214,1633
"2022-10-09","06:15:17",19.0269,73.0939,53,53,1107,1107,1634
"2022-10-09","06:15:17",18.9561,73.1617,53,53,903,903,1635
"2022-10-09","06:15:17",19.0005,73.0337,48,48,648,648,1636
"2022-10-09","06:15:17",19.0316,73.1053,31,40,432,335,1637
"2022-10-09","06:15:17",18.9662,73.126,61,61,1722,1722,1638
"2022-10-09","06:15:17",19.0186,73.0283,48,48,648,648,1639
"2022-10-09","06:15:17",18.9645,73.131,55,55,1835,1835,1640
"2022-10-09","06:15:17",18.9748,73.1242,39,44,646,573,1641
"2022-10-09","06:15:17",19.0237,73.1059,31,40,432,335,1642
"2022-10-09","06:30:17",18.9832,73.1008,24,30,471,377,1643
"2022-10-09","06:30:17",18.9926,73.0957,57,57,295,295,1644
"2022-10-09","06:30:17",18.9607,73.1655,47,47,169,169,1645
"2022-10-09","06:30:17",18.9561,73.1617,53,53,903,903,1646
"2022-10-09","06:30:17",18.9632,73.1425,35,35,240,240,1647
"2022-10-09","06:30:17",18.9831,73.0809,28,28,1313,1313,1648
"2022-10-09","06:30:17",19.0186,73.0283,48,48,648,648,1649
"2022-10-09","06:30:17",18.9681,73.1316,71,71,136,136,1650
"2022-10-09","06:30:17",19.0007,73.1299,78,78,455,455,1651
"2022-10-09","06:30:17",18.9859,73.1198,23,23,214,214,1652
"2022-10-09","06:30:17",18.9662,73.126,61,61,1722,1722,1653
"2022-10-09","06:30:17",18.9588,73.1594,49,49,50,50,1654
"2022-10-09","06:30:17",19.0005,73.0337,48,48,648,648,1655
"2022-10-09","06:30:17",19.0438,73.0273,53,53,1107,1107,1656
"2022-10-09","06:30:17",19.0269,73.0939,53,53,1107,1107,1657
"2022-10-09","06:30:17",19.0237,73.1059,31,39,432,343,1658
"2022-10-09","06:30:17",18.9645,73.131,55,55,1835,1835,1659
"2022-10-09","06:30:17",19.0316,73.1053,31,39,432,343,1660
"2022-10-09","06:30:17",18.9748,73.1242,40,44,630,573,1661
"2022-10-09","06:30:17",18.9941,73.1148,40,44,630,573,1662
"2022-10-09","06:45:17",19.0007,73.1299,78,78,455,455,1663
"2022-10-09","06:45:17",18.9941,73.1148,39,44,646,573,1664
"2022-10-09","06:45:17",18.9607,73.1655,47,47,169,169,1665
"2022-10-09","06:45:17",18.9561,73.1617,53,53,903,903,1666
"2022-10-09","06:45:17",18.9645,73.131,55,55,1835,1835,1667
"2022-10-09","06:45:17",18.9632,73.1425,35,35,240,240,1668
"2022-10-09","06:45:17",19.0237,73.1059,31,39,432,343,1669
"2022-10-09","06:45:17",18.9859,73.1198,23,23,214,214,1670
"2022-10-09","06:45:17",18.9681,73.1316,71,71,136,136,1671
"2022-10-09","06:45:17",18.9588,73.1594,49,49,50,50,1672
"2022-10-09","06:45:17",18.9926,73.0957,57,57,295,295,1673
"2022-10-09","06:45:17",18.9832,73.1008,25,30,452,377,1674
"2022-10-09","06:45:17",18.9662,73.126,61,61,1722,1722,1675
"2022-10-09","06:45:17",19.0186,73.0283,48,48,648,648,1676
"2022-10-09","06:45:17",19.0438,73.0273,53,53,1107,1107,1677
"2022-10-09","06:45:17",18.9831,73.0809,28,28,1313,1313,1678
"2022-10-09","06:45:17",19.0316,73.1053,31,39,432,343,1679
"2022-10-09","06:45:17",18.9748,73.1242,39,44,646,573,1680
"2022-10-09","06:45:17",19.0269,73.0939,53,53,1107,1107,1681
"2022-10-09","06:45:17",19.0005,73.0337,48,48,648,648,1682
"2022-10-09","07:00:18",19.0007,73.1299,78,78,455,455,1683
"2022-10-09","07:00:18",18.9941,73.1148,37,44,681,573,1684
"2022-10-09","07:00:18",18.9632,73.1425,35,35,240,240,1685
"2022-10-09","07:00:18",18.9926,73.0957,57,57,295,295,1686
"2022-10-09","07:00:18",18.9748,73.1242,37,44,681,573,1687
"2022-10-09","07:00:18",18.9561,73.1617,53,53,903,903,1688
"2022-10-09","07:00:18",18.9607,73.1655,47,47,169,169,1689
"2022-10-09","07:00:18",18.9832,73.1008,25,30,452,377,1690
"2022-10-09","07:00:18",19.0237,73.1059,31,40,432,335,1691
"2022-10-09","07:00:18",19.0316,73.1053,31,40,432,335,1692
"2022-10-09","07:00:18",19.0005,73.0337,48,48,648,648,1693
"2022-10-09","07:00:18",18.9859,73.1198,23,23,214,214,1694
"2022-10-09","07:00:18",19.0269,73.0939,53,53,1107,1107,1695
"2022-10-09","07:00:18",18.9588,73.1594,49,49,50,50,1696
"2022-10-09","07:00:18",18.9831,73.0809,28,28,1313,1313,1697
"2022-10-09","07:00:18",18.9681,73.1316,71,71,136,136,1698
"2022-10-09","07:00:18",19.0186,73.0283,48,48,648,648,1699
"2022-10-09","07:00:18",18.9645,73.131,55,55,1835,1835,1700
"2022-10-09","07:00:18",18.9662,73.126,61,61,1722,1722,1701
"2022-10-09","07:00:18",19.0438,73.0273,53,53,1107,1107,1702
"2022-10-09","07:15:18",19.0237,73.1059,28,40,478,335,1703
"2022-10-09","07:15:18",18.9607,73.1655,46,47,172,169,1704
"2022-10-09","07:15:18",19.0186,73.0283,48,48,648,648,1705
"2022-10-09","07:15:18",18.9632,73.1425,35,35,240,240,1706
"2022-10-09","07:15:18",19.0007,73.1299,78,78,455,455,1707
"2022-10-09","07:15:18",19.0438,73.0273,53,53,1107,1107,1708
"2022-10-09","07:15:18",18.9681,73.1316,71,71,136,136,1709
"2022-10-09","07:15:18",18.9859,73.1198,23,23,214,214,1710
"2022-10-09","07:15:18",18.9832,73.1008,30,30,377,377,1711
"2022-10-09","07:15:18",18.9561,73.1617,53,53,903,903,1712
"2022-10-09","07:15:18",18.9588,73.1594,49,49,50,50,1713
"2022-10-09","07:15:18",18.9926,73.0957,57,57,295,295,1714
"2022-10-09","07:15:18",18.9941,73.1148,40,44,630,573,1715
"2022-10-09","07:15:18",19.0005,73.0337,48,48,648,648,1716
"2022-10-09","07:15:18",19.0269,73.0939,53,53,1107,1107,1717
"2022-10-09","07:15:18",18.9662,73.126,61,61,1722,1722,1718
"2022-10-09","07:15:18",18.9645,73.131,55,55,1835,1835,1719
"2022-10-09","07:15:18",19.0316,73.1053,28,40,478,335,1720
"2022-10-09","07:15:18",18.9748,73.1242,40,44,630,573,1721
"2022-10-09","07:15:18",18.9831,73.0809,28,28,1313,1313,1722
"2022-10-09","07:30:18",18.9681,73.1316,71,71,136,136,1723
"2022-10-09","07:30:18",18.9607,73.1655,46,47,172,169,1724
"2022-10-09","07:30:18",19.0007,73.1299,78,78,455,455,1725
"2022-10-09","07:30:18",18.9941,73.1148,35,43,720,586,1726
"2022-10-09","07:30:18",18.9859,73.1198,23,23,214,214,1727
"2022-10-09","07:30:18",18.9748,73.1242,35,43,720,586,1728
"2022-10-09","07:30:18",19.0237,73.1059,33,41,406,327,1729
"2022-10-09","07:30:18",19.0316,73.1053,33,41,406,327,1730
"2022-10-09","07:30:18",18.9926,73.0957,57,57,295,295,1731
"2022-10-09","07:30:18",19.0269,73.0939,53,53,1107,1107,1732
"2022-10-09","07:30:18",19.0005,73.0337,48,48,648,648,1733
"2022-10-09","07:30:18",19.0186,73.0283,48,48,648,648,1734
"2022-10-09","07:30:18",19.0438,73.0273,53,53,1107,1107,1735
"2022-10-09","07:30:18",18.9645,73.131,55,55,1835,1835,1736
"2022-10-09","07:30:18",18.9561,73.1617,53,53,903,903,1737
"2022-10-09","07:30:18",18.9832,73.1008,26,29,435,390,1738
"2022-10-09","07:30:18",18.9831,73.0809,28,28,1313,1313,1739
"2022-10-09","07:30:18",18.9588,73.1594,49,49,50,50,1740
"2022-10-09","07:30:18",18.9662,73.126,61,61,1722,1722,1741
"2022-10-09","07:30:18",18.9632,73.1425,35,35,240,240,1742
"2022-10-09","07:45:18",18.9632,73.1425,35,35,240,240,1743
"2022-10-09","07:45:18",19.0316,73.1053,30,41,447,327,1744
"2022-10-09","07:45:18",18.9748,73.1242,38,44,663,573,1745
"2022-10-09","07:45:18",18.9926,73.0957,57,57,295,295,1746
"2022-10-09","07:45:18",18.9859,73.1198,23,23,214,214,1747
"2022-10-09","07:45:18",18.9607,73.1655,47,47,169,169,1748
"2022-10-09","07:45:18",18.9588,73.1594,49,49,50,50,1749
"2022-10-09","07:45:18",19.0438,73.0273,53,53,1107,1107,1750
"2022-10-09","07:45:18",19.0007,73.1299,78,78,455,455,1751
"2022-10-09","07:45:18",19.0005,73.0337,48,48,648,648,1752
"2022-10-09","07:45:18",18.9941,73.1148,38,44,663,573,1753
"2022-10-09","07:45:18",18.9681,73.1316,71,71,136,136,1754
"2022-10-09","07:45:18",18.9832,73.1008,25,30,452,377,1755
"2022-10-09","07:45:18",19.0186,73.0283,48,48,648,648,1756
"2022-10-09","07:45:18",18.9662,73.126,61,61,1722,1722,1757
"2022-10-09","07:45:18",18.9831,73.0809,28,28,1313,1313,1758
"2022-10-09","07:45:18",19.0269,73.0939,53,53,1107,1107,1759
"2022-10-09","07:45:18",18.9645,73.131,55,55,1835,1835,1760
"2022-10-09","07:45:18",19.0237,73.1059,30,41,447,327,1761
"2022-10-09","07:45:18",18.9561,73.1617,53,53,903,903,1762
"2022-10-09","08:00:18",18.9607,73.1655,47,47,169,169,1763
"2022-10-09","08:00:18",19.0237,73.1059,32,40,419,335,1764
"2022-10-09","08:00:18",19.0007,73.1299,78,78,455,455,1765
"2022-10-09","08:00:18",18.9831,73.0809,28,28,1313,1313,1766
"2022-10-09","08:00:18",19.0316,73.1053,32,40,419,335,1767
"2022-10-09","08:00:18",18.9926,73.0957,57,57,295,295,1768
"2022-10-09","08:00:18",19.0005,73.0337,48,48,648,648,1769
"2022-10-09","08:00:18",18.9561,73.1617,53,53,903,903,1770
"2022-10-09","08:00:18",18.9588,73.1594,49,49,50,50,1771
"2022-10-09","08:00:18",18.9681,73.1316,53,71,182,136,1772
"2022-10-09","08:00:18",18.9859,73.1198,23,23,214,214,1773
"2022-10-09","08:00:18",18.9645,73.131,55,55,1835,1835,1774
"2022-10-09","08:00:18",19.0269,73.0939,53,53,1107,1107,1775
"2022-10-09","08:00:18",19.0186,73.0283,48,48,648,648,1776
"2022-10-09","08:00:18",18.9748,73.1242,38,44,663,573,1777
"2022-10-09","08:00:18",19.0438,73.0273,53,53,1107,1107,1778
"2022-10-09","08:00:18",18.9662,73.126,61,61,1722,1722,1779
"2022-10-09","08:00:18",18.9941,73.1148,38,44,663,573,1780
"2022-10-09","08:00:18",18.9832,73.1008,25,30,452,377,1781
"2022-10-09","08:00:18",18.9632,73.1425,35,35,240,240,1782
"2022-10-09","08:15:18",18.9632,73.1425,35,35,240,240,1783
"2022-10-09","08:15:18",18.9926,73.0957,57,57,295,295,1784
"2022-10-09","08:15:18",18.9941,73.1148,34,44,741,573,1785
"2022-10-09","08:15:18",18.9748,73.1242,34,44,741,573,1786
"2022-10-09","08:15:18",18.9588,73.1594,49,49,50,50,1787
"2022-10-09","08:15:18",19.0007,73.1299,78,78,455,455,1788
"2022-10-09","08:15:18",18.9607,73.1655,47,47,169,169,1789
"2022-10-09","08:15:18",19.0269,73.0939,53,53,1107,1107,1790
"2022-10-09","08:15:18",18.9832,73.1008,25,29,452,390,1791
"2022-10-09","08:15:18",18.9831,73.0809,28,28,1313,1313,1792
"2022-10-09","08:15:18",18.9859,73.1198,23,23,214,214,1793
"2022-10-09","08:15:18",19.0186,73.0283,48,48,648,648,1794
"2022-10-09","08:15:18",18.9645,73.131,55,55,1835,1835,1795
"2022-10-09","08:15:18",18.9662,73.126,61,61,1722,1722,1796
"2022-10-09","08:15:18",18.9681,73.1316,71,71,136,136,1797
"2022-10-09","08:15:18",19.0438,73.0273,53,53,1107,1107,1798
"2022-10-09","08:15:18",19.0237,73.1059,32,40,419,335,1799
"2022-10-09","08:15:18",19.0005,73.0337,48,48,648,648,1800
"2022-10-09","08:15:18",19.0316,73.1053,32,40,419,335,1801
"2022-10-09","08:15:18",18.9561,73.1617,53,53,903,903,1802
"2022-10-09","08:30:18",18.9632,73.1425,35,35,240,240,1803
"2022-10-09","08:30:18",19.0237,73.1059,29,40,462,335,1804
"2022-10-09","08:30:18",18.9588,73.1594,49,49,50,50,1805
"2022-10-09","08:30:18",19.0186,73.0283,48,48,648,648,1806
"2022-10-09","08:30:18",18.9607,73.1655,47,47,169,169,1807
"2022-10-09","08:30:18",18.9561,73.1617,53,53,903,903,1808
"2022-10-09","08:30:18",18.9859,73.1198,23,23,214,214,1809
"2022-10-09","08:30:18",18.9832,73.1008,30,30,377,377,1810
"2022-10-09","08:30:18",18.9831,73.0809,28,28,1313,1313,1811
"2022-10-09","08:30:18",19.0269,73.0939,53,53,1107,1107,1812
"2022-10-09","08:30:18",18.9748,73.1242,35,44,720,573,1813
"2022-10-09","08:30:18",18.9662,73.126,61,61,1722,1722,1814
"2022-10-09","08:30:18",18.9926,73.0957,57,57,295,295,1815
"2022-10-09","08:30:18",19.0007,73.1299,78,78,455,455,1816
"2022-10-09","08:30:18",19.0005,73.0337,48,48,648,648,1817
"2022-10-09","08:30:18",19.0438,73.0273,53,53,1107,1107,1818
"2022-10-09","08:30:18",18.9681,73.1316,71,71,136,136,1819
"2022-10-09","08:30:18",18.9941,73.1148,35,44,720,573,1820
"2022-10-09","08:30:18",19.0316,73.1053,29,40,462,335,1821
"2022-10-09","08:30:18",18.9645,73.131,55,55,1835,1835,1822
"2022-10-09","08:45:18",18.9632,73.1425,35,35,240,240,1823
"2022-10-09","08:45:18",18.9926,73.0957,57,57,295,295,1824
"2022-10-09","08:45:18",19.0269,73.0939,53,53,1107,1107,1825
"2022-10-09","08:45:18",18.9561,73.1617,53,53,903,903,1826
"2022-10-09","08:45:18",19.0186,73.0283,48,48,648,648,1827
"2022-10-09","08:45:18",19.0007,73.1299,78,78,455,455,1828
"2022-10-09","08:45:18",18.9748,73.1242,39,44,646,573,1829
"2022-10-09","08:45:18",18.9588,73.1594,49,49,50,50,1830
"2022-10-09","08:45:18",18.9662,73.126,61,61,1722,1722,1831
"2022-10-09","08:45:18",19.0438,73.0273,53,53,1107,1107,1832
"2022-10-09","08:45:18",18.9681,73.1316,71,71,136,136,1833
"2022-10-09","08:45:18",19.0237,73.1059,31,41,432,327,1834
"2022-10-09","08:45:18",18.9832,73.1008,24,29,471,390,1835
"2022-10-09","08:45:18",18.9607,73.1655,47,47,169,169,1836
"2022-10-09","08:45:18",18.9645,73.131,55,55,1835,1835,1837
"2022-10-09","08:45:18",19.0005,73.0337,48,48,648,648,1838
"2022-10-09","08:45:18",18.9859,73.1198,23,23,214,214,1839
"2022-10-09","08:45:18",19.0316,73.1053,31,41,432,327,1840
"2022-10-09","08:45:18",18.9941,73.1148,39,44,646,573,1841
"2022-10-09","08:45:18",18.9831,73.0809,28,28,1313,1313,1842
"2022-10-09","09:00:18",18.9859,73.1198,23,23,214,214,1843
"2022-10-09","09:00:18",18.9632,73.1425,35,35,240,240,1844
"2022-10-09","09:00:18",18.9588,73.1594,49,49,50,50,1845
"2022-10-09","09:00:18",19.0007,73.1299,78,78,455,455,1846
"2022-10-09","09:00:18",18.9681,73.1316,71,71,136,136,1847
"2022-10-09","09:00:18",18.9832,73.1008,30,30,377,377,1848
"2022-10-09","09:00:18",19.0316,73.1053,32,41,419,327,1849
"2022-10-09","09:00:18",18.9926,73.0957,57,57,295,295,1850
"2022-10-09","09:00:18",18.9941,73.1148,40,44,630,573,1851
"2022-10-09","09:00:18",19.0005,73.0337,48,48,648,648,1852
"2022-10-09","09:00:18",18.9748,73.1242,40,44,630,573,1853
"2022-10-09","09:00:18",18.9607,73.1655,47,47,169,169,1854
"2022-10-09","09:00:18",18.9645,73.131,55,55,1835,1835,1855
"2022-10-09","09:00:18",19.0237,73.1059,32,41,419,327,1856
"2022-10-09","09:00:18",19.0269,73.0939,53,53,1107,1107,1857
"2022-10-09","09:00:18",18.9662,73.126,61,61,1722,1722,1858
"2022-10-09","09:00:18",18.9831,73.0809,28,28,1313,1313,1859
"2022-10-09","09:00:18",19.0186,73.0283,48,48,648,648,1860
"2022-10-09","09:00:18",18.9561,73.1617,53,53,903,903,1861
"2022-10-09","09:00:18",19.0438,73.0273,53,53,1107,1107,1862
"2022-10-09","09:15:18",18.9926,73.0957,57,57,295,295,1863
"2022-10-09","09:15:18",18.9632,73.1425,35,35,240,240,1864
"2022-10-09","09:15:18",19.0007,73.1299,78,78,455,455,1865
"2022-10-09","09:15:18",18.9941,73.1148,38,44,663,573,1866
"2022-10-09","09:15:18",19.0005,73.0337,48,48,648,648,1867
"2022-10-09","09:15:18",18.9681,73.1316,71,71,136,136,1868
"2022-10-09","09:15:18",18.9831,73.0809,28,28,1313,1313,1869
"2022-10-09","09:15:18",19.0186,73.0283,48,48,648,648,1870
"2022-10-09","09:15:18",18.9859,73.1198,23,23,214,214,1871
"2022-10-09","09:15:18",19.0438,73.0273,53,53,1107,1107,1872
"2022-10-09","09:15:18",19.0237,73.1059,33,41,406,327,1873
"2022-10-09","09:15:18",18.9832,73.1008,30,30,377,377,1874
"2022-10-09","09:15:18",18.9588,73.1594,49,49,50,50,1875
"2022-10-09","09:15:18",19.0316,73.1053,33,41,406,327,1876
"2022-10-09","09:15:18",18.9662,73.126,61,61,1722,1722,1877
