"currentDate","currentTime","point0","point1","currentSpeed","freeFlowSpeed","currentTravelTime","freeFlowTravelTime","id"
"2022-10-13","11:26:26",19.0237,73.1059,32,38,1093,921,9781
"2022-10-13","11:26:26",19.0186,73.0283,48,48,648,648,9782
"2022-10-13","11:41:26",18.9859,73.1198,23,23,214,214,9783
"2022-10-13","11:41:26",18.9632,73.1425,35,35,240,240,9784
"2022-10-13","11:41:26",18.9748,73.1242,36,43,700,586,9785
"2022-10-13","11:41:26",19.0316,73.1053,32,38,1093,921,9786
"2022-10-13","11:41:26",18.9561,73.1617,53,53,903,903,9787
"2022-10-13","11:41:26",18.9588,73.1594,49,49,50,50,9788
"2022-10-13","11:41:26",18.9926,73.0957,57,57,295,295,9789
"2022-10-13","11:41:26",18.9832,73.1008,24,29,471,390,9790
"2022-10-13","11:41:26",18.9831,73.0809,27,27,1362,1362,9791
"2022-10-13","11:41:26",19.0269,73.0939,53,53,1107,1107,9792
"2022-10-13","11:41:26",19.0186,73.0283,48,48,648,648,9793
"2022-10-13","11:41:26",18.9645,73.131,54,54,1716,1716,9794
"2022-10-13","11:41:26",18.9607,73.1655,47,47,169,169,9795
"2022-10-13","11:41:26",19.0237,73.1059,32,38,1093,921,9796
"2022-10-13","11:41:26",19.0438,73.0273,53,53,1107,1107,9797
"2022-10-13","11:41:26",19.0005,73.0337,48,48,648,648,9798
"2022-10-13","11:41:26",18.9681,73.1316,71,71,136,136,9799
"2022-10-13","11:41:26",18.9662,73.126,57,62,1843,1695,9800
"2022-10-13","11:41:26",18.9941,73.1148,36,43,700,586,9801
"2022-10-13","11:41:26",19.0007,73.1299,77,77,461,461,9802
"2022-10-13","11:56:26",18.9832,73.1008,26,30,435,377,9803
"2022-10-13","11:56:26",18.9941,73.1148,34,44,741,573,9804
"2022-10-13","11:56:26",18.9681,73.1316,71,71,136,136,9805
"2022-10-13","11:56:26",18.9926,73.0957,57,57,295,295,9806
"2022-10-13","11:56:26",19.0438,73.0273,53,53,1107,1107,9807
"2022-10-13","11:56:26",18.9748,73.1242,34,44,741,573,9808
"2022-10-13","11:56:26",19.0316,73.1053,33,38,1060,921,9809
"2022-10-13","11:56:26",18.9859,73.1198,23,23,214,214,9810
"2022-10-13","11:56:26",18.9607,73.1655,47,47,169,169,9811
"2022-10-13","11:56:26",19.0237,73.1059,33,38,1060,921,9812
"2022-10-13","11:56:26",19.0005,73.0337,48,48,648,648,9813
"2022-10-13","11:56:26",18.9645,73.131,54,54,1716,1716,9814
"2022-10-13","11:56:26",18.9561,73.1617,53,53,903,903,9815
"2022-10-13","11:56:26",19.0007,73.1299,77,77,461,461,9816
"2022-10-13","11:56:26",18.9632,73.1425,26,35,324,240,9817
"2022-10-13","11:56:26",18.9588,73.1594,49,49,50,50,9818
"2022-10-13","11:56:26",18.9831,73.0809,27,27,1362,1362,9819
"2022-10-13","11:56:26",19.0186,73.0283,48,48,648,648,9820
"2022-10-13","11:56:26",19.0269,73.0939,53,53,1107,1107,9821
"2022-10-13","11:56:26",18.9662,73.126,56,61,1876,1722,9822
"2022-10-13","12:11:26",18.9941,73.1148,34,43,741,586,9823
"2022-10-13","12:11:26",18.9632,73.1425,25,35,337,240,9824
"2022-10-13","12:11:26",19.0007,73.1299,77,77,461,461,9825
"2022-10-13","12:11:26",18.9832,73.1008,23,29,491,390,9826
"2022-10-13","12:11:26",18.9748,73.1242,34,43,741,586,9827
"2022-10-13","12:11:26",18.9662,73.126,61,61,1722,1722,9828
"2022-10-13","12:11:26",18.9926,73.0957,57,57,295,295,9829
"2022-10-13","12:11:26",18.9859,73.1198,18,23,274,214,9830
"2022-10-13","12:11:26",18.9681,73.1316,71,71,136,136,9831
"2022-10-13","12:11:26",18.9831,73.0809,27,27,1362,1362,9832
"2022-10-13","12:11:26",19.0269,73.0939,53,53,1107,1107,9833
"2022-10-13","12:11:26",19.0438,73.0273,53,53,1107,1107,9834
"2022-10-13","12:11:26",19.0316,73.1053,38,38,921,921,9835
"2022-10-13","12:11:26",18.9607,73.1655,47,47,169,169,9836
"2022-10-13","12:11:26",18.9588,73.1594,49,49,50,50,9837
"2022-10-13","12:11:26",19.0186,73.0283,48,48,648,648,9838
"2022-10-13","12:11:26",19.0237,73.1059,38,38,921,921,9839
"2022-10-13","12:11:26",19.0005,73.0337,48,48,648,648,9840
"2022-10-13","12:11:26",18.9645,73.131,54,54,1716,1716,9841
"2022-10-13","12:11:26",18.9561,73.1617,53,53,903,903,9842
"2022-10-13","12:26:26",18.9681,73.1316,52,71,185,136,9843
"2022-10-13","12:26:26",18.9632,73.1425,24,35,351,240,9844
"2022-10-13","12:26:26",18.9588,73.1594,49,49,50,50,9845
"2022-10-13","12:26:26",18.9926,73.0957,57,57,295,295,9846
"2022-10-13","12:26:26",19.0316,73.1053,38,38,921,921,9847
"2022-10-13","12:26:26",19.0186,73.0283,48,48,648,648,9848
"2022-10-13","12:26:26",19.0269,73.0939,53,53,1107,1107,9849
"2022-10-13","12:26:26",19.0005,73.0337,48,48,648,648,9850
"2022-10-13","12:26:26",18.9831,73.0809,27,27,1362,1362,9851
"2022-10-13","12:26:26",19.0007,73.1299,77,77,461,461,9852
"2022-10-13","12:26:26",18.9607,73.1655,47,47,169,169,9853
"2022-10-13","12:26:26",18.9859,73.1198,23,23,214,214,9854
"2022-10-13","12:26:26",18.9645,73.131,54,54,1716,1716,9855
"2022-10-13","12:26:26",18.9748,73.1242,39,44,646,573,9856
"2022-10-13","12:26:26",18.9832,73.1008,24,30,471,377,9857
"2022-10-13","12:26:26",19.0237,73.1059,38,38,921,921,9858
"2022-10-13","12:26:26",19.0438,73.0273,53,53,1107,1107,9859
"2022-10-13","12:26:26",18.9662,73.126,57,61,1843,1722,9860
"2022-10-13","12:26:26",18.9561,73.1617,53,53,903,903,9861
"2022-10-13","12:26:26",18.9941,73.1148,39,44,646,573,9862
"2022-10-13","12:41:26",18.9748,73.1242,39,44,646,573,9863
"2022-10-13","12:41:26",18.9926,73.0957,51,55,329,305,9864
"2022-10-13","12:41:26",18.9632,73.1425,26,34,324,248,9865
"2022-10-13","12:41:26",18.9681,73.1316,71,71,136,136,9866
"2022-10-13","12:41:26",19.0269,73.0939,53,53,1107,1107,9867
"2022-10-13","12:41:26",19.0316,73.1053,38,38,921,921,9868
"2022-10-13","12:41:26",19.0438,73.0273,53,53,1107,1107,9869
"2022-10-13","12:41:26",18.9941,73.1148,39,44,646,573,9870
"2022-10-13","12:41:26",19.0237,73.1059,38,38,921,921,9871
"2022-10-13","12:41:26",18.9645,73.131,54,54,1716,1716,9872
"2022-10-13","12:41:26",18.9588,73.1594,49,49,50,50,9873
"2022-10-13","12:41:26",19.0007,73.1299,77,77,461,461,9874
"2022-10-13","12:41:26",18.9662,73.126,59,62,1781,1695,9875
"2022-10-13","12:41:26",19.0005,73.0337,48,48,648,648,9876
"2022-10-13","12:41:26",18.9832,73.1008,25,29,452,390,9877
"2022-10-13","12:41:26",18.9561,73.1617,53,53,903,903,9878
"2022-10-13","12:41:26",19.0186,73.0283,48,48,648,648,9879
"2022-10-13","12:41:26",18.9831,73.0809,27,27,1362,1362,9880
"2022-10-13","12:41:26",18.9607,73.1655,44,46,180,172,9881
"2022-10-13","12:41:26",18.9859,73.1198,23,23,214,214,9882
"2022-10-13","12:56:26",19.0007,73.1299,77,77,461,461,9883
"2022-10-13","12:56:26",18.9748,73.1242,35,44,720,573,9884
"2022-10-13","12:56:26",18.9832,73.1008,23,29,491,390,9885
"2022-10-13","12:56:26",18.9941,73.1148,35,44,720,573,9886
"2022-10-13","12:56:26",18.9926,73.0957,57,57,295,295,9887
"2022-10-13","12:56:26",18.9645,73.131,54,54,1716,1716,9888
"2022-10-13","12:56:26",18.9662,73.126,59,62,1781,1695,9889
"2022-10-13","12:56:26",18.9561,73.1617,53,53,903,903,9890
"2022-10-13","12:56:26",18.9681,73.1316,71,71,136,136,9891
"2022-10-13","12:56:26",18.9607,73.1655,47,47,169,169,9892
"2022-10-13","12:56:26",18.9859,73.1198,23,23,214,214,9893
"2022-10-13","12:56:26",18.9632,73.1425,27,34,312,248,9894
"2022-10-13","12:56:26",18.9588,73.1594,49,49,50,50,9895
"2022-10-13","12:56:26",18.9831,73.0809,27,27,1362,1362,9896
"2022-10-13","12:56:26",19.0186,73.0283,48,48,648,648,9897
"2022-10-13","12:56:26",19.0005,73.0337,48,48,648,648,9898
"2022-10-13","12:56:26",19.0269,73.0939,53,53,1107,1107,9899
"2022-10-13","12:56:26",19.0316,73.1053,38,38,921,921,9900
"2022-10-13","12:56:26",19.0237,73.1059,38,38,921,921,9901
"2022-10-13","12:56:26",19.0438,73.0273,53,53,1107,1107,9902
"2022-10-13","13:11:26",18.9607,73.1655,43,46,184,172,9903
"2022-10-13","13:11:26",19.0237,73.1059,31,37,1129,946,9904
"2022-10-13","13:11:26",18.9831,73.0809,23,28,1599,1313,9905
"2022-10-13","13:11:26",18.9645,73.131,54,54,1716,1716,9906
"2022-10-13","13:11:26",18.9832,73.1008,21,29,538,390,9907
"2022-10-13","13:11:26",19.0007,73.1299,77,77,461,461,9908
"2022-10-13","13:11:26",18.9941,73.1148,37,43,681,586,9909
"2022-10-13","13:11:26",18.9859,73.1198,20,23,246,214,9910
"2022-10-13","13:11:26",18.9662,73.126,57,61,1843,1722,9911
"2022-10-13","13:11:26",18.9681,73.1316,71,71,136,136,9912
"2022-10-13","13:11:26",18.9926,73.0957,57,57,295,295,9913
"2022-10-13","13:11:26",19.0269,73.0939,53,53,1107,1107,9914
"2022-10-13","13:11:26",19.0186,73.0283,48,48,648,648,9915
"2022-10-13","13:11:26",19.0316,73.1053,31,37,1129,946,9916
"2022-10-13","13:11:26",18.9561,73.1617,53,53,903,903,9917
"2022-10-13","13:11:26",18.9632,73.1425,27,35,312,240,9918
"2022-10-13","13:11:26",19.0438,73.0273,53,53,1107,1107,9919
"2022-10-13","13:11:26",18.9748,73.1242,37,43,681,586,9920
"2022-10-13","13:11:26",18.9588,73.1594,49,49,50,50,9921
"2022-10-13","13:11:26",19.0005,73.0337,48,48,648,648,9922
"2022-10-13","13:26:26",18.9632,73.1425,25,34,337,248,9923
"2022-10-13","13:26:26",18.9926,73.0957,49,55,343,305,9924
"2022-10-13","13:26:26",18.9588,73.1594,49,49,50,50,9925
"2022-10-13","13:26:26",19.0005,73.0337,48,48,648,648,9926
"2022-10-13","13:26:26",18.9832,73.1008,22,29,514,390,9927
"2022-10-13","13:26:26",18.9941,73.1148,34,44,741,573,9928
"2022-10-13","13:26:26",18.9561,73.1617,47,52,1018,920,9929
"2022-10-13","13:26:26",18.9681,73.1316,71,71,136,136,9930
"2022-10-13","13:26:26",18.9662,73.126,55,61,1910,1722,9931
"2022-10-13","13:26:26",18.9831,73.0809,23,27,1599,1362,9932
"2022-10-13","13:26:26",18.9748,73.1242,34,44,741,573,9933
"2022-10-13","13:26:26",19.0007,73.1299,77,77,461,461,9934
"2022-10-13","13:26:26",19.0237,73.1059,29,37,1207,946,9935
"2022-10-13","13:26:26",18.9607,73.1655,47,47,169,169,9936
"2022-10-13","13:26:26",19.0269,73.0939,53,53,1107,1107,9937
"2022-10-13","13:26:26",18.9645,73.131,54,54,1716,1716,9938
"2022-10-13","13:26:26",19.0316,73.1053,29,37,1207,946,9939
"2022-10-13","13:26:26",19.0186,73.0283,48,48,648,648,9940
"2022-10-13","13:26:26",18.9859,73.1198,18,24,274,205,9941
"2022-10-13","13:26:26",19.0438,73.0273,53,53,1107,1107,9942
"2022-10-13","13:41:26",18.9607,73.1655,46,47,172,169,9943
"2022-10-13","13:41:26",18.9588,73.1594,49,49,50,50,9944
"2022-10-13","13:41:26",19.0005,73.0337,48,48,648,648,9945
"2022-10-13","13:41:26",18.9831,73.0809,23,28,1599,1313,9946
"2022-10-13","13:41:26",18.9859,73.1198,23,23,214,214,9947
"2022-10-13","13:41:26",18.9941,73.1148,34,44,741,573,9948
"2022-10-13","13:41:26",18.9748,73.1242,34,44,741,573,9949
"2022-10-13","13:41:26",18.9926,73.0957,57,57,295,295,9950
"2022-10-13","13:41:26",19.0269,73.0939,53,53,1107,1107,9951
"2022-10-13","13:41:26",18.9662,73.126,56,61,1876,1722,9952
"2022-10-13","13:41:26",19.0316,73.1053,28,37,1250,946,9953
"2022-10-13","13:41:26",18.9681,73.1316,71,71,136,136,9954
"2022-10-13","13:41:26",19.0186,73.0283,48,48,648,648,9955
"2022-10-13","13:41:26",19.0438,73.0273,53,53,1107,1107,9956
"2022-10-13","13:41:26",18.9832,73.1008,22,30,514,377,9957
"2022-10-13","13:41:26",19.0237,73.1059,28,37,1250,946,9958
"2022-10-13","13:41:26",18.9561,73.1617,53,53,903,903,9959
"2022-10-13","13:41:26",18.9645,73.131,54,54,1716,1716,9960
"2022-10-13","13:41:26",18.9632,73.1425,35,35,240,240,9961
"2022-10-13","13:41:26",19.0007,73.1299,77,77,461,461,9962
"2022-10-13","13:56:26",18.9632,73.1425,28,35,301,240,9963
"2022-10-13","13:56:26",18.9941,73.1148,31,44,813,573,9964
"2022-10-13","13:56:26",19.0237,73.1059,29,38,1207,921,9965
"2022-10-13","13:56:26",18.9832,73.1008,20,30,565,377,9966
"2022-10-13","13:56:26",18.9748,73.1242,31,44,813,573,9967
"2022-10-13","13:56:26",19.0007,73.1299,77,77,461,461,9968
"2022-10-13","13:56:26",18.9662,73.126,51,61,2060,1722,9969
"2022-10-13","13:56:26",18.9645,73.131,54,54,1716,1716,9970
"2022-10-13","13:56:26",19.0316,73.1053,29,38,1207,921,9971
"2022-10-13","13:56:26",19.0005,73.0337,48,48,648,648,9972
"2022-10-13","13:56:26",18.9561,73.1617,53,53,903,903,9973
"2022-10-13","13:56:26",19.0269,73.0939,53,53,1107,1107,9974
"2022-10-13","13:56:26",18.9681,73.1316,71,71,136,136,9975
"2022-10-13","13:56:26",19.0438,73.0273,53,53,1107,1107,9976
"2022-10-13","13:56:26",18.9607,73.1655,42,46,189,172,9977
"2022-10-13","13:56:26",18.9859,73.1198,23,23,214,214,9978
"2022-10-13","13:56:26",18.9926,73.0957,47,56,357,300,9979
"2022-10-13","13:56:26",19.0186,73.0283,48,48,648,648,9980
"2022-10-13","13:56:26",18.9588,73.1594,49,49,50,50,9981
"2022-10-13","13:56:26",18.9831,73.0809,27,27,1362,1362,9982
"2022-10-13","14:11:26",18.9632,73.1425,28,35,301,240,9983
"2022-10-13","14:11:26",18.9859,73.1198,23,23,214,214,9984
"2022-10-13","14:11:26",19.0005,73.0337,48,48,648,648,9985
"2022-10-13","14:11:26",18.9831,73.0809,27,27,1362,1362,9986
"2022-10-13","14:11:26",18.9681,73.1316,71,71,136,136,9987
"2022-10-13","14:11:26",18.9941,73.1148,35,44,720,573,9988
"2022-10-13","14:11:26",18.9748,73.1242,35,44,720,573,9989
"2022-10-13","14:11:26",19.0438,73.0273,53,53,1107,1107,9990
"2022-10-13","14:11:26",18.9607,73.1655,47,47,169,169,9991
"2022-10-13","14:11:26",19.0269,73.0939,53,53,1107,1107,9992
"2022-10-13","14:11:26",18.9832,73.1008,20,29,565,390,9993
"2022-10-13","14:11:26",19.0316,73.1053,32,37,1093,946,9994
"2022-10-13","14:11:26",19.0186,73.0283,48,48,648,648,9995
"2022-10-13","14:11:26",18.9588,73.1594,49,49,50,50,9996
"2022-10-13","14:11:26",18.9926,73.0957,49,56,343,300,9997
"2022-10-13","14:11:26",19.0237,73.1059,32,37,1093,946,9998
"2022-10-13","14:11:26",18.9645,73.131,54,54,1716,1716,9999
"2022-10-13","14:11:26",19.0007,73.1299,77,77,461,461,10000
"2022-10-13","14:11:26",18.9662,73.126,57,61,1843,1722,10001
"2022-10-13","14:11:26",18.9561,73.1617,53,53,903,903,10002
"2022-10-13","14:26:26",18.9632,73.1425,35,35,240,240,10003
"2022-10-13","14:26:26",19.0269,73.0939,53,53,1107,1107,10004
"2022-10-13","14:26:26",18.9926,73.0957,57,57,295,295,10005
"2022-10-13","14:26:26",18.9941,73.1148,38,44,663,573,10006
"2022-10-13","14:26:26",18.9748,73.1242,38,44,663,573,10007
"2022-10-13","14:26:26",18.9831,73.0809,27,27,1362,1362,10008
"2022-10-13","14:26:26",18.9832,73.1008,22,29,514,390,10009
"2022-10-13","14:26:26",18.9681,73.1316,71,71,136,136,10010
"2022-10-13","14:26:26",19.0005,73.0337,48,48,648,648,10011
"2022-10-13","14:26:26",18.9859,73.1198,19,24,259,205,10012
"2022-10-13","14:26:26",18.9588,73.1594,49,49,50,50,10013
"2022-10-13","14:26:26",19.0316,73.1053,31,37,1129,946,10014
"2022-10-13","14:26:26",18.9645,73.131,54,54,1716,1716,10015
"2022-10-13","14:26:26",19.0438,73.0273,53,53,1107,1107,10016
"2022-10-13","14:26:26",19.0237,73.1059,31,37,1129,946,10017
"2022-10-13","14:26:26",18.9662,73.126,61,61,1722,1722,10018
"2022-10-13","14:26:26",18.9607,73.1655,39,47,203,169,10019
"2022-10-13","14:26:26",18.9561,73.1617,53,53,903,903,10020
"2022-10-13","14:26:26",19.0186,73.0283,48,48,648,648,10021
"2022-10-13","14:26:26",19.0007,73.1299,77,77,461,461,10022
"2022-10-13","14:41:26",18.9859,73.1198,23,23,214,214,10023
"2022-10-13","14:41:26",18.9588,73.1594,49,49,50,50,10024
"2022-10-13","14:41:26",19.0005,73.0337,48,48,648,648,10025
"2022-10-13","14:41:26",18.9926,73.0957,45,56,373,300,10026
"2022-10-13","14:41:26",18.9607,73.1655,45,48,176,165,10027
"2022-10-13","14:41:26",19.0269,73.0939,53,53,1107,1107,10028
"2022-10-13","14:41:26",18.9681,73.1316,54,71,179,136,10029
"2022-10-13","14:41:26",19.0438,73.0273,53,53,1107,1107,10030
"2022-10-13","14:41:26",18.9748,73.1242,36,43,700,586,10031
"2022-10-13","14:41:26",18.9832,73.1008,21,30,538,377,10032
"2022-10-13","14:41:26",19.0007,73.1299,77,77,461,461,10033
"2022-10-13","14:41:26",19.0316,73.1053,29,37,1207,946,10034
"2022-10-13","14:41:26",19.0237,73.1059,29,37,1207,946,10035
"2022-10-13","14:41:26",18.9561,73.1617,53,53,903,903,10036
"2022-10-13","14:41:26",18.9662,73.126,61,61,1722,1722,10037
"2022-10-13","14:41:26",18.9831,73.0809,27,27,1362,1362,10038
"2022-10-13","14:41:26",18.9645,73.131,54,54,1716,1716,10039
"2022-10-13","14:41:26",19.0186,73.0283,48,48,648,648,10040
"2022-10-13","14:41:26",18.9941,73.1148,36,43,700,586,10041
"2022-10-13","14:41:26",18.9632,73.1425,35,35,240,240,10042
"2022-10-13","14:56:26",18.9607,73.1655,47,47,169,169,10043
"2022-10-13","14:56:26",18.9859,73.1198,23,23,214,214,10044
"2022-10-13","14:56:26",19.0269,73.0939,53,53,1107,1107,10045
"2022-10-13","14:56:26",18.9681,73.1316,55,70,175,138,10046
"2022-10-13","14:56:26",19.0007,73.1299,77,77,461,461,10047
"2022-10-13","14:56:26",18.9748,73.1242,33,43,764,586,10048
"2022-10-13","14:56:26",18.9632,73.1425,29,35,290,240,10049
"2022-10-13","14:56:26",18.9662,73.126,61,61,1722,1722,10050
"2022-10-13","14:56:26",19.0438,73.0273,53,53,1107,1107,10051
"2022-10-13","14:56:26",18.9832,73.1008,23,30,491,377,10052
"2022-10-13","14:56:26",18.9561,73.1617,53,53,903,903,10053
"2022-10-13","14:56:26",19.0005,73.0337,48,48,648,648,10054
"2022-10-13","14:56:26",18.9926,73.0957,57,57,295,295,10055
"2022-10-13","14:56:26",18.9588,73.1594,49,49,50,50,10056
"2022-10-13","14:56:26",19.0186,73.0283,48,48,648,648,10057
"2022-10-13","14:56:26",18.9831,73.0809,27,27,1362,1362,10058
"2022-10-13","14:56:26",19.0316,73.1053,29,38,1207,921,10059
"2022-10-13","14:56:26",18.9941,73.1148,33,43,764,586,10060
"2022-10-13","14:56:26",19.0237,73.1059,29,38,1207,921,10061
"2022-10-13","14:56:26",18.9645,73.131,47,54,1972,1716,10062
"2022-10-13","15:06:02",18.9588,73.1594,49,49,50,50,10063
"2022-10-13","15:06:02",19.0007,73.1299,77,77,461,461,10064
"2022-10-13","15:06:02",18.9662,73.126,61,61,1722,1722,10065
"2022-10-13","15:06:02",18.9681,73.1316,40,71,241,136,10066
"2022-10-13","15:06:02",18.9926,73.0957,57,57,295,295,10067
"2022-10-13","15:06:02",19.0438,73.0273,53,53,1107,1107,10068
"2022-10-13","15:06:02",18.9859,73.1198,23,23,214,214,10069
"2022-10-13","15:06:02",18.9941,73.1148,34,44,741,573,10070
"2022-10-13","15:06:02",18.9645,73.131,54,54,1716,1716,10071
"2022-10-13","15:06:02",18.9632,73.1425,35,35,240,240,10072
"2022-10-13","15:06:02",19.0269,73.0939,53,53,1107,1107,10073
"2022-10-13","15:06:02",18.9607,73.1655,47,47,169,169,10074
"2022-10-13","15:06:02",19.0005,73.0337,43,48,724,648,10075
"2022-10-13","15:06:02",18.9748,73.1242,34,44,741,573,10076
"2022-10-13","15:06:02",19.0237,73.1059,27,37,1296,946,10077
"2022-10-13","15:06:02",18.9831,73.0809,27,27,1362,1362,10078
"2022-10-13","15:06:02",19.0316,73.1053,27,37,1296,946,10079
"2022-10-13","15:06:02",18.9561,73.1617,53,53,903,903,10080
"2022-10-13","15:06:02",18.9832,73.1008,23,29,491,390,10081
"2022-10-13","15:06:02",19.0186,73.0283,43,48,724,648,10082
"2022-10-13","15:21:02",18.9588,73.1594,49,49,50,50,10083
"2022-10-13","15:21:02",18.9607,73.1655,47,47,169,169,10084
"2022-10-13","15:21:02",18.9832,73.1008,22,29,514,390,10085
"2022-10-13","15:21:02",18.9859,73.1198,23,23,214,214,10086
"2022-10-13","15:21:02",18.9681,73.1316,71,71,136,136,10087
"2022-10-13","15:21:02",18.9831,73.0809,27,27,1362,1362,10088
"2022-10-13","15:21:02",19.0316,73.1053,27,38,1296,921,10089
"2022-10-13","15:21:02",18.9561,73.1617,53,53,903,903,10090
"2022-10-13","15:21:02",19.0269,73.0939,53,53,1107,1107,10091
"2022-10-13","15:21:02",19.0237,73.1059,27,38,1296,921,10092
"2022-10-13","15:21:02",19.0007,73.1299,77,77,461,461,10093
"2022-10-13","15:21:02",18.9748,73.1242,35,44,720,573,10094
"2022-10-13","15:21:02",18.9645,73.131,54,54,1716,1716,10095
"2022-10-13","15:21:02",19.0005,73.0337,41,48,759,648,10096
"2022-10-13","15:21:02",18.9926,73.0957,57,57,295,295,10097
"2022-10-13","15:21:02",19.0186,73.0283,41,48,759,648,10098
"2022-10-13","15:21:02",18.9632,73.1425,28,35,301,240,10099
"2022-10-13","15:21:02",18.9662,73.126,61,61,1722,1722,10100
"2022-10-13","15:21:02",18.9941,73.1148,35,44,720,573,10101
"2022-10-13","15:21:02",19.0438,73.0273,53,53,1107,1107,10102
"2022-10-13","15:36:02",19.0007,73.1299,77,77,461,461,10103
"2022-10-13","15:36:02",18.9941,73.1148,36,43,700,586,10104
"2022-10-13","15:36:02",18.9832,73.1008,22,30,514,377,10105
"2022-10-13","15:36:02",18.9645,73.131,54,54,1716,1716,10106
"2022-10-13","15:36:02",18.9588,73.1594,36,49,68,50,10107
"2022-10-13","15:36:02",18.9632,73.1425,35,35,240,240,10108
"2022-10-13","15:36:02",18.9748,73.1242,36,43,700,586,10109
"2022-10-13","15:36:02",19.0186,73.0283,48,48,648,648,10110
"2022-10-13","15:36:02",18.9662,73.126,61,61,1722,1722,10111
"2022-10-13","15:36:02",18.9859,73.1198,23,23,214,214,10112
"2022-10-13","15:36:02",19.0438,73.0273,53,53,1107,1107,10113
"2022-10-13","15:36:02",18.9607,73.1655,47,47,169,169,10114
"2022-10-13","15:36:02",18.9926,73.0957,57,57,295,295,10115
"2022-10-13","15:36:02",19.0316,73.1053,24,38,1458,921,10116
"2022-10-13","15:36:02",18.9681,73.1316,71,71,136,136,10117
"2022-10-13","15:36:02",18.9561,73.1617,53,53,903,903,10118
"2022-10-13","15:36:02",19.0269,73.0939,53,53,1107,1107,10119
"2022-10-13","15:36:02",18.9831,73.0809,27,27,1362,1362,10120
"2022-10-13","15:36:02",19.0005,73.0337,48,48,648,648,10121
"2022-10-13","15:36:02",19.0237,73.1059,24,38,1458,921,10122
"2022-10-13","15:51:02",18.9832,73.1008,30,30,377,377,10123
"2022-10-13","15:51:02",18.9926,73.0957,57,57,295,295,10124
"2022-10-13","15:51:02",18.9859,73.1198,23,23,214,214,10125
"2022-10-13","15:51:02",19.0007,73.1299,77,77,461,461,10126
"2022-10-13","15:51:02",18.9748,73.1242,40,44,630,573,10127
"2022-10-13","15:51:02",18.9632,73.1425,35,35,240,240,10128
"2022-10-13","15:51:02",18.9681,73.1316,71,71,136,136,10129
"2022-10-13","15:51:02",18.9662,73.126,61,61,1722,1722,10130
"2022-10-13","15:51:02",18.9607,73.1655,40,46,198,172,10131
"2022-10-13","15:51:02",18.9561,73.1617,53,53,903,903,10132
"2022-10-13","15:51:02",18.9941,73.1148,40,44,630,573,10133
"2022-10-13","15:51:02",18.9645,73.131,54,54,1716,1716,10134
"2022-10-13","15:51:02",18.9588,73.1594,49,49,50,50,10135
"2022-10-13","15:51:02",19.0237,73.1059,29,38,1207,921,10136
"2022-10-13","15:51:02",18.9831,73.0809,27,27,1362,1362,10137
"2022-10-13","15:51:02",19.0316,73.1053,29,38,1207,921,10138
"2022-10-13","15:51:02",19.0186,73.0283,48,48,648,648,10139
"2022-10-13","15:51:02",19.0005,73.0337,48,48,648,648,10140
"2022-10-13","15:51:02",19.0438,73.0273,53,53,1107,1107,10141
"2022-10-13","15:51:02",19.0269,73.0939,53,53,1107,1107,10142
"2022-10-13","16:06:02",18.9632,73.1425,35,35,240,240,10143
"2022-10-13","16:06:02",18.9748,73.1242,37,44,681,573,10144
"2022-10-13","16:06:02",18.9662,73.126,61,61,1722,1722,10145
"2022-10-13","16:06:02",19.0007,73.1299,77,77,461,461,10146
"2022-10-13","16:06:02",18.9941,73.1148,37,44,681,573,10147
"2022-10-13","16:06:02",18.9832,73.1008,30,30,377,377,10148
"2022-10-13","16:06:02",18.9926,73.0957,57,57,295,295,10149
"2022-10-13","16:06:02",18.9645,73.131,48,54,1931,1716,10150
"2022-10-13","16:06:02",19.0005,73.0337,48,48,648,648,10151
"2022-10-13","16:06:02",19.0316,73.1053,26,38,1346,921,10152
"2022-10-13","16:06:02",18.9859,73.1198,23,23,214,214,10153
"2022-10-13","16:06:02",18.9607,73.1655,47,47,169,169,10154
"2022-10-13","16:06:02",18.9588,73.1594,49,49,50,50,10155
"2022-10-13","16:06:02",18.9681,73.1316,71,71,136,136,10156
"2022-10-13","16:06:02",19.0269,73.0939,53,53,1107,1107,10157
"2022-10-13","16:06:02",18.9561,73.1617,53,53,903,903,10158
"2022-10-13","16:06:02",19.0438,73.0273,53,53,1107,1107,10159
"2022-10-13","16:06:02",18.9831,73.0809,27,27,1362,1362,10160
"2022-10-13","16:06:02",19.0237,73.1059,26,38,1346,921,10161
"2022-10-13","16:06:02",19.0186,73.0283,48,48,648,648,10162
"2022-10-13","16:21:02",19.0007,73.1299,77,77,461,461,10163
"2022-10-13","16:21:02",18.9632,73.1425,35,35,240,240,10164
"2022-10-13","16:21:02",18.9941,73.1148,37,44,681,573,10165
"2022-10-13","16:21:02",18.9561,73.1617,53,53,903,903,10166
"2022-10-13","16:21:02",18.9588,73.1594,49,49,50,50,10167
"2022-10-13","16:21:02",18.9681,73.1316,71,71,136,136,10168
"2022-10-13","16:21:02",18.9607,73.1655,47,47,169,169,10169
"2022-10-13","16:21:02",19.0269,73.0939,53,53,1107,1107,10170
"2022-10-13","16:21:02",18.9645,73.131,54,54,1716,1716,10171
"2022-10-13","16:21:02",19.0237,73.1059,29,38,1207,921,10172
"2022-10-13","16:21:02",19.0005,73.0337,48,48,648,648,10173
